question_id,question_category,llm_model,n_correct,n_fail,n_blank,fail_rate
8033,math,gemini-3.1-flash-lite,10,0,0,0.0
8058,math,gemini-3.1-flash-lite,10,0,0,0.0
8068,math,gemini-3.1-flash-lite,10,0,0,0.0
8098,math,gemini-3.1-flash-lite,0,10,0,1.0
8215,math,gemini-3.1-flash-lite,10,0,0,0.0
8241,math,gemini-3.1-flash-lite,10,0,0,0.0
8269,math,gemini-3.1-flash-lite,10,0,0,0.0
8319,math,gemini-3.1-flash-lite,10,0,0,0.0
8324,math,gemini-3.1-flash-lite,10,0,0,0.0
8446,math,gemini-3.1-flash-lite,10,0,0,0.0
8474,math,gemini-3.1-flash-lite,10,0,0,0.0
8607,math,gemini-3.1-flash-lite,10,0,0,0.0
8992,math,gemini-3.1-flash-lite,10,0,0,0.0
9032,math,gemini-3.1-flash-lite,3,7,0,0.7
9159,physics,gemini-3.1-flash-lite,10,0,0,0.0
9390,physics,gemini-3.1-flash-lite,10,0,0,0.0
9582,physics,gemini-3.1-flash-lite,10,0,0,0.0
9605,physics,gemini-3.1-flash-lite,0,10,0,1.0
9622,physics,gemini-3.1-flash-lite,9,1,0,0.1
9663,physics,gemini-3.1-flash-lite,10,0,0,0.0
9674,physics,gemini-3.1-flash-lite,10,0,0,0.0
9767,physics,gemini-3.1-flash-lite,10,0,0,0.0
9801,physics,gemini-3.1-flash-lite,10,0,0,0.0
9817,physics,gemini-3.1-flash-lite,10,0,0,0.0
9864,physics,gemini-3.1-flash-lite,10,0,0,0.0
9874,physics,gemini-3.1-flash-lite,10,0,0,0.0
9940,physics,gemini-3.1-flash-lite,10,0,0,0.0
9947,physics,gemini-3.1-flash-lite,10,0,0,0.0
10048,physics,gemini-3.1-flash-lite,0,10,0,1.0
10056,physics,gemini-3.1-flash-lite,10,0,0,0.0
10167,physics,gemini-3.1-flash-lite,10,0,0,0.0
10219,physics,gemini-3.1-flash-lite,10,0,0,0.0
10274,physics,gemini-3.1-flash-lite,10,0,0,0.0
10287,physics,gemini-3.1-flash-lite,3,7,0,0.7
10365,computer science,gemini-3.1-flash-lite,0,10,0,1.0
10391,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10431,computer science,gemini-3.1-flash-lite,0,10,0,1.0
10436,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10437,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10449,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10453,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10485,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10491,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10496,computer science,gemini-3.1-flash-lite,0,10,0,1.0
10516,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10532,computer science,gemini-3.1-flash-lite,7,3,0,0.3
10582,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10583,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10587,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10649,computer science,gemini-3.1-flash-lite,0,10,0,1.0
10670,computer science,gemini-3.1-flash-lite,9,1,1,0.1
10679,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10696,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10744,computer science,gemini-3.1-flash-lite,10,0,0,0.0
10783,philosophy,gemini-3.1-flash-lite,8,2,0,0.2
10806,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
10832,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
10850,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
10878,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
10881,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
10914,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
10932,philosophy,gemini-3.1-flash-lite,6,4,0,0.4
10952,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
10970,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
11011,philosophy,gemini-3.1-flash-lite,0,10,0,1.0
11017,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
11042,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
11104,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
11137,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
11192,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
11210,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
11239,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
11245,philosophy,gemini-3.1-flash-lite,8,2,0,0.2
11274,philosophy,gemini-3.1-flash-lite,10,0,0,0.0
11315,engineering,gemini-3.1-flash-lite,2,8,0,0.8
11352,engineering,gemini-3.1-flash-lite,10,0,0,0.0
11355,engineering,gemini-3.1-flash-lite,10,0,0,0.0
11361,engineering,gemini-3.1-flash-lite,9,1,0,0.1
11373,engineering,gemini-3.1-flash-lite,0,10,0,1.0
11546,engineering,gemini-3.1-flash-lite,1,9,0,0.9
11631,engineering,gemini-3.1-flash-lite,6,4,0,0.4
11675,engineering,gemini-3.1-flash-lite,10,0,0,0.0
11740,engineering,gemini-3.1-flash-lite,10,0,0,0.0
11772,engineering,gemini-3.1-flash-lite,10,0,0,0.0
11782,engineering,gemini-3.1-flash-lite,10,0,0,0.0
11817,engineering,gemini-3.1-flash-lite,10,0,0,0.0
11835,engineering,gemini-3.1-flash-lite,9,1,0,0.1
11857,engineering,gemini-3.1-flash-lite,2,8,0,0.8
11862,engineering,gemini-3.1-flash-lite,0,10,0,1.0
11945,engineering,gemini-3.1-flash-lite,0,10,0,1.0
12072,engineering,gemini-3.1-flash-lite,1,9,0,0.9
12081,engineering,gemini-3.1-flash-lite,10,0,0,0.0
12193,engineering,gemini-3.1-flash-lite,10,0,0,0.0
12243,engineering,gemini-3.1-flash-lite,3,7,0,0.7
109,business,gemini-flash-latest,10,0,0,0.0
138,business,gemini-flash-latest,10,0,0,0.0
208,business,gemini-flash-latest,10,0,0,0.0
240,business,gemini-flash-latest,5,5,0,0.5
246,business,gemini-flash-latest,10,0,0,0.0
271,business,gemini-flash-latest,10,0,0,0.0
283,business,gemini-flash-latest,10,0,0,0.0
287,business,gemini-flash-latest,10,0,0,0.0
290,business,gemini-flash-latest,10,0,0,0.0
307,business,gemini-flash-latest,4,6,0,0.6
373,business,gemini-flash-latest,10,0,0,0.0
425,business,gemini-flash-latest,10,0,0,0.0
468,business,gemini-flash-latest,10,0,0,0.0
507,business,gemini-flash-latest,10,0,0,0.0
520,business,gemini-flash-latest,10,0,0,0.0
586,business,gemini-flash-latest,10,0,0,0.0
623,business,gemini-flash-latest,10,0,0,0.0
644,business,gemini-flash-latest,6,4,0,0.4
769,business,gemini-flash-latest,10,0,0,0.0
862,business,gemini-flash-latest,10,0,0,0.0
936,law,gemini-flash-latest,0,10,0,1.0
962,law,gemini-flash-latest,10,0,0,0.0
967,law,gemini-flash-latest,0,10,0,1.0
1009,law,gemini-flash-latest,9,1,0,0.1
1114,law,gemini-flash-latest,10,0,0,0.0
1163,law,gemini-flash-latest,10,0,0,0.0
1200,law,gemini-flash-latest,1,9,0,0.9
1205,law,gemini-flash-latest,10,0,0,0.0
1271,law,gemini-flash-latest,10,0,0,0.0
1286,law,gemini-flash-latest,10,0,0,0.0
1326,law,gemini-flash-latest,10,0,0,0.0
1360,law,gemini-flash-latest,10,0,0,0.0
1422,law,gemini-flash-latest,10,0,0,0.0
1485,law,gemini-flash-latest,10,0,0,0.0
1569,law,gemini-flash-latest,5,5,0,0.5
1601,law,gemini-flash-latest,10,0,0,0.0
1642,law,gemini-flash-latest,10,0,0,0.0
1647,law,gemini-flash-latest,0,10,0,1.0
1769,law,gemini-flash-latest,10,0,0,0.0
1979,law,gemini-flash-latest,10,0,0,0.0
2052,psychology,gemini-flash-latest,3,7,0,0.7
2054,psychology,gemini-flash-latest,10,0,0,0.0
2055,psychology,gemini-flash-latest,10,0,0,0.0
2056,psychology,gemini-flash-latest,10,0,0,0.0
2234,psychology,gemini-flash-latest,10,0,0,0.0
2277,psychology,gemini-flash-latest,10,0,0,0.0
2318,psychology,gemini-flash-latest,5,5,0,0.5
2337,psychology,gemini-flash-latest,10,0,0,0.0
2368,psychology,gemini-flash-latest,10,0,0,0.0
2386,psychology,gemini-flash-latest,10,0,0,0.0
2449,psychology,gemini-flash-latest,10,0,0,0.0
2483,psychology,gemini-flash-latest,10,0,0,0.0
2519,psychology,gemini-flash-latest,10,0,0,0.0
2526,psychology,gemini-flash-latest,10,0,0,0.0
2604,psychology,gemini-flash-latest,10,0,0,0.0
2615,psychology,gemini-flash-latest,7,3,0,0.3
2631,psychology,gemini-flash-latest,10,0,0,0.0
2643,psychology,gemini-flash-latest,10,0,0,0.0
2663,psychology,gemini-flash-latest,10,0,0,0.0
2694,psychology,gemini-flash-latest,2,8,0,0.8
2845,biology,gemini-flash-latest,10,0,0,0.0
2871,biology,gemini-flash-latest,10,0,0,0.0
2884,biology,gemini-flash-latest,10,0,0,0.0
2890,biology,gemini-flash-latest,10,0,0,0.0
2903,biology,gemini-flash-latest,10,0,0,0.0
2926,biology,gemini-flash-latest,10,0,0,0.0
3014,biology,gemini-flash-latest,10,0,0,0.0
3045,biology,gemini-flash-latest,10,0,0,0.0
3071,biology,gemini-flash-latest,10,0,0,0.0
3139,biology,gemini-flash-latest,10,0,0,0.0
3231,biology,gemini-flash-latest,10,0,0,0.0
3296,biology,gemini-flash-latest,10,0,0,0.0
3309,biology,gemini-flash-latest,10,0,0,0.0
3323,biology,gemini-flash-latest,10,0,0,0.0
3341,biology,gemini-flash-latest,0,10,0,1.0
3367,biology,gemini-flash-latest,9,1,0,0.1
3445,biology,gemini-flash-latest,10,0,0,0.0
3463,biology,gemini-flash-latest,10,0,0,0.0
3506,biology,gemini-flash-latest,10,0,0,0.0
3522,biology,gemini-flash-latest,10,0,0,0.0
3582,chemistry,gemini-flash-latest,10,0,0,0.0
3612,chemistry,gemini-flash-latest,4,6,0,0.6
3635,chemistry,gemini-flash-latest,10,0,0,0.0
3941,chemistry,gemini-flash-latest,10,0,0,0.0
3955,chemistry,gemini-flash-latest,10,0,0,0.0
3996,chemistry,gemini-flash-latest,10,0,0,0.0
4052,chemistry,gemini-flash-latest,10,0,0,0.0
4149,chemistry,gemini-flash-latest,10,0,0,0.0
4243,chemistry,gemini-flash-latest,10,0,0,0.0
4277,chemistry,gemini-flash-latest,10,0,0,0.0
4293,chemistry,gemini-flash-latest,10,0,0,0.0
4299,chemistry,gemini-flash-latest,10,0,0,0.0
4315,chemistry,gemini-flash-latest,10,0,0,0.0
4348,chemistry,gemini-flash-latest,0,10,0,1.0
4433,chemistry,gemini-flash-latest,10,0,0,0.0
4437,chemistry,gemini-flash-latest,0,10,0,1.0
4448,chemistry,gemini-flash-latest,10,0,0,0.0
4498,chemistry,gemini-flash-latest,10,0,0,0.0
4556,chemistry,gemini-flash-latest,10,0,0,0.0
4648,chemistry,gemini-flash-latest,10,0,0,0.0
4708,history,gemini-flash-latest,10,0,0,0.0
4715,history,gemini-flash-latest,10,0,0,0.0
4724,history,gemini-flash-latest,10,0,0,0.0
4726,history,gemini-flash-latest,10,0,0,0.0
4741,history,gemini-flash-latest,10,0,0,0.0
4751,history,gemini-flash-latest,10,0,0,0.0
4765,history,gemini-flash-latest,10,0,0,0.0
4834,history,gemini-flash-latest,10,0,0,0.0
4839,history,gemini-flash-latest,10,0,0,0.0
4868,history,gemini-flash-latest,10,0,0,0.0
4871,history,gemini-flash-latest,10,0,0,0.0
4878,history,gemini-flash-latest,10,0,0,0.0
4886,history,gemini-flash-latest,0,10,0,1.0
4898,history,gemini-flash-latest,10,0,0,0.0
4923,history,gemini-flash-latest,10,0,0,0.0
4938,history,gemini-flash-latest,10,0,0,0.0
4942,history,gemini-flash-latest,0,10,0,1.0
4994,history,gemini-flash-latest,10,0,0,0.0
5019,history,gemini-flash-latest,10,0,0,0.0
5041,history,gemini-flash-latest,10,0,0,0.0
5090,other,gemini-flash-latest,10,0,0,0.0
5099,other,gemini-flash-latest,10,0,0,0.0
5123,other,gemini-flash-latest,10,0,0,0.0
5127,other,gemini-flash-latest,10,0,0,0.0
5218,other,gemini-flash-latest,10,0,0,0.0
5228,other,gemini-flash-latest,10,0,0,0.0
5270,other,gemini-flash-latest,10,0,0,0.0
5275,other,gemini-flash-latest,10,0,0,0.0
5299,other,gemini-flash-latest,0,10,0,1.0
5354,other,gemini-flash-latest,10,0,0,0.0
5384,other,gemini-flash-latest,10,0,0,0.0
5419,other,gemini-flash-latest,10,0,0,0.0
5473,other,gemini-flash-latest,10,0,0,0.0
5496,other,gemini-flash-latest,10,0,0,0.0
5596,other,gemini-flash-latest,10,0,0,0.0
5622,other,gemini-flash-latest,10,0,0,0.0
5692,other,gemini-flash-latest,10,0,0,0.0
5913,other,gemini-flash-latest,10,0,0,0.0
5938,other,gemini-flash-latest,10,0,0,0.0
5950,other,gemini-flash-latest,10,0,0,0.0
6069,health,gemini-flash-latest,0,10,0,1.0
6089,health,gemini-flash-latest,10,0,0,0.0
6196,health,gemini-flash-latest,0,10,0,1.0
6214,health,gemini-flash-latest,0,10,0,1.0
6399,health,gemini-flash-latest,10,0,0,0.0
6437,health,gemini-flash-latest,10,0,0,0.0
6501,health,gemini-flash-latest,6,4,0,0.4
6503,health,gemini-flash-latest,0,10,0,1.0
6533,health,gemini-flash-latest,10,0,0,0.0
6537,health,gemini-flash-latest,10,0,0,0.0
6543,health,gemini-flash-latest,10,0,0,0.0
6550,health,gemini-flash-latest,10,0,0,0.0
6588,health,gemini-flash-latest,10,0,0,0.0
6604,health,gemini-flash-latest,10,0,0,0.0
6641,health,gemini-flash-latest,0,10,0,1.0
6682,health,gemini-flash-latest,0,10,0,1.0
6764,health,gemini-flash-latest,8,2,0,0.2
6774,health,gemini-flash-latest,0,10,0,1.0
6806,health,gemini-flash-latest,10,0,0,0.0
6813,health,gemini-flash-latest,0,10,0,1.0
6857,economics,gemini-flash-latest,10,0,0,0.0
6890,economics,gemini-flash-latest,10,0,0,0.0
6893,economics,gemini-flash-latest,10,0,0,0.0
7044,economics,gemini-flash-latest,10,0,0,0.0
7047,economics,gemini-flash-latest,10,0,0,0.0
7056,economics,gemini-flash-latest,10,0,0,0.0
7077,economics,gemini-flash-latest,10,0,0,0.0
7090,economics,gemini-flash-latest,10,0,0,0.0
7199,economics,gemini-flash-latest,10,0,0,0.0
7200,economics,gemini-flash-latest,10,0,0,0.0
7313,economics,gemini-flash-latest,10,0,0,0.0
7329,economics,gemini-flash-latest,10,0,0,0.0
7338,economics,gemini-flash-latest,10,0,0,0.0
7383,economics,gemini-flash-latest,10,0,0,0.0
7392,economics,gemini-flash-latest,10,0,0,0.0
7462,economics,gemini-flash-latest,10,0,0,0.0
7580,economics,gemini-flash-latest,10,0,0,0.0
7633,economics,gemini-flash-latest,10,0,0,0.0
7640,economics,gemini-flash-latest,10,0,0,0.0
7673,economics,gemini-flash-latest,10,0,0,0.0
7730,math,gemini-flash-latest,10,0,0,0.0
7763,math,gemini-flash-latest,10,0,0,0.0
7802,math,gemini-flash-latest,10,0,0,0.0
7952,math,gemini-flash-latest,10,0,0,0.0
7996,math,gemini-flash-latest,10,0,0,0.0
7999,math,gemini-flash-latest,10,0,0,0.0
8033,math,gemini-flash-latest,10,0,0,0.0
8058,math,gemini-flash-latest,10,0,0,0.0
8068,math,gemini-flash-latest,10,0,0,0.0
8098,math,gemini-flash-latest,4,6,0,0.6
8215,math,gemini-flash-latest,10,0,0,0.0
8241,math,gemini-flash-latest,10,0,0,0.0
8269,math,gemini-flash-latest,10,0,0,0.0
8319,math,gemini-flash-latest,10,0,0,0.0
8324,math,gemini-flash-latest,10,0,0,0.0
8446,math,gemini-flash-latest,10,0,0,0.0
8474,math,gemini-flash-latest,10,0,0,0.0
8607,math,gemini-flash-latest,10,0,0,0.0
8992,math,gemini-flash-latest,10,0,0,0.0
9032,math,gemini-flash-latest,10,0,0,0.0
9159,physics,gemini-flash-latest,10,0,0,0.0
9390,physics,gemini-flash-latest,10,0,0,0.0
9582,physics,gemini-flash-latest,10,0,0,0.0
9605,physics,gemini-flash-latest,8,2,0,0.2
9622,physics,gemini-flash-latest,10,0,0,0.0
9663,physics,gemini-flash-latest,10,0,0,0.0
9674,physics,gemini-flash-latest,10,0,0,0.0
9767,physics,gemini-flash-latest,10,0,0,0.0
9801,physics,gemini-flash-latest,10,0,0,0.0
9817,physics,gemini-flash-latest,10,0,0,0.0
9864,physics,gemini-flash-latest,10,0,0,0.0
9874,physics,gemini-flash-latest,10,0,0,0.0
9940,physics,gemini-flash-latest,10,0,0,0.0
9947,physics,gemini-flash-latest,10,0,0,0.0
10048,physics,gemini-flash-latest,6,4,0,0.4
10056,physics,gemini-flash-latest,10,0,0,0.0
10167,physics,gemini-flash-latest,10,0,0,0.0
10219,physics,gemini-flash-latest,10,0,0,0.0
10274,physics,gemini-flash-latest,10,0,0,0.0
10287,physics,gemini-flash-latest,10,0,0,0.0
10365,computer science,gemini-flash-latest,0,10,0,1.0
10391,computer science,gemini-flash-latest,10,0,0,0.0
10431,computer science,gemini-flash-latest,0,10,0,1.0
10436,computer science,gemini-flash-latest,10,0,0,0.0
10437,computer science,gemini-flash-latest,10,0,0,0.0
10449,computer science,gemini-flash-latest,10,0,0,0.0
10453,computer science,gemini-flash-latest,10,0,0,0.0
10485,computer science,gemini-flash-latest,10,0,0,0.0
10491,computer science,gemini-flash-latest,10,0,0,0.0
10496,computer science,gemini-flash-latest,10,0,0,0.0
10516,computer science,gemini-flash-latest,10,0,0,0.0
10532,computer science,gemini-flash-latest,0,10,0,1.0
10582,computer science,gemini-flash-latest,10,0,0,0.0
10583,computer science,gemini-flash-latest,10,0,0,0.0
10587,computer science,gemini-flash-latest,10,0,0,0.0
10649,computer science,gemini-flash-latest,0,10,0,1.0
10670,computer science,gemini-flash-latest,10,0,0,0.0
10679,computer science,gemini-flash-latest,10,0,0,0.0
10696,computer science,gemini-flash-latest,10,0,0,0.0
10744,computer science,gemini-flash-latest,10,0,0,0.0
10783,philosophy,gemini-flash-latest,5,5,0,0.5
10806,philosophy,gemini-flash-latest,10,0,0,0.0
10832,philosophy,gemini-flash-latest,10,0,0,0.0
10850,philosophy,gemini-flash-latest,10,0,0,0.0
10878,philosophy,gemini-flash-latest,10,0,0,0.0
10881,philosophy,gemini-flash-latest,10,0,0,0.0
10914,philosophy,gemini-flash-latest,10,0,0,0.0
10932,philosophy,gemini-flash-latest,10,0,0,0.0
10952,philosophy,gemini-flash-latest,10,0,0,0.0
10970,philosophy,gemini-flash-latest,10,0,0,0.0
11011,philosophy,gemini-flash-latest,10,0,0,0.0
11017,philosophy,gemini-flash-latest,10,0,0,0.0
11042,philosophy,gemini-flash-latest,9,1,0,0.1
11104,philosophy,gemini-flash-latest,10,0,0,0.0
11137,philosophy,gemini-flash-latest,10,0,0,0.0
11192,philosophy,gemini-flash-latest,10,0,0,0.0
11210,philosophy,gemini-flash-latest,10,0,0,0.0
11239,philosophy,gemini-flash-latest,10,0,0,0.0
11245,philosophy,gemini-flash-latest,10,0,0,0.0
11274,philosophy,gemini-flash-latest,10,0,0,0.0
11315,engineering,gemini-flash-latest,10,0,0,0.0
11352,engineering,gemini-flash-latest,10,0,0,0.0
11355,engineering,gemini-flash-latest,10,0,0,0.0
11361,engineering,gemini-flash-latest,10,0,0,0.0
11373,engineering,gemini-flash-latest,5,5,0,0.5
11546,engineering,gemini-flash-latest,1,9,0,0.9
11631,engineering,gemini-flash-latest,7,3,0,0.3
11675,engineering,gemini-flash-latest,10,0,0,0.0
11740,engineering,gemini-flash-latest,10,0,0,0.0
11772,engineering,gemini-flash-latest,10,0,0,0.0
11782,engineering,gemini-flash-latest,10,0,0,0.0
11817,engineering,gemini-flash-latest,10,0,0,0.0
11835,engineering,gemini-flash-latest,10,0,0,0.0
11857,engineering,gemini-flash-latest,0,10,0,1.0
11862,engineering,gemini-flash-latest,0,10,0,1.0
11945,engineering,gemini-flash-latest,10,0,0,0.0
12072,engineering,gemini-flash-latest,10,0,0,0.0
12081,engineering,gemini-flash-latest,10,0,0,0.0
12193,engineering,gemini-flash-latest,10,0,0,0.0
12243,engineering,gemini-flash-latest,10,0,0,0.0
